"ano","variable","etiqueta","valor_millones_eur","valor_pct_pib","unidad_principal","estado_dato","fuente","definicion","nota"
"2063","gasto_publico_total","Gasto publico total","2926958.379657","51.78","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2063","gasto_sanidad","Gasto publico en sanidad","","7.1491","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2063","intereses_deuda","Intereses de la deuda","342835.12114","6.065","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2063","pib","PIB","5652681.30486","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2064","deficit_saldo_publico","Deficit o saldo publico","-436869.525269","-7.49","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2064","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2064","gasto_pensiones","Gasto publico en pensiones","","14.909164","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2064","gasto_publico_total","Gasto publico total","3023673.723626","51.84","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2064","gasto_sanidad","Gasto publico en sanidad","","7.1451","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2064","intereses_deuda","Intereses de la deuda","359877.833233","6.17","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2064","pib","PIB","5832703.942181","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2065","deficit_saldo_publico","Deficit o saldo publico","-452685.402455","-7.525","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2065","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2065","gasto_pensiones","Gasto publico en pensiones","","14.838171","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2065","gasto_publico_total","Gasto publico total","3122175.732544","51.9","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2065","gasto_sanidad","Gasto publico en sanidad","","7.1413","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2065","intereses_deuda","Intereses de la deuda","377488.491748","6.275","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2065","pib","PIB","6015752.856539","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2066","deficit_saldo_publico","Deficit o saldo publico","-468810.891958","-7.56","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2066","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2066","gasto_pensiones","Gasto publico en pensiones","","14.777508","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2066","gasto_publico_total","Gasto publico total","3222144.701868","51.96","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2066","gasto_sanidad","Gasto publico en sanidad","","7.1348","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2066","intereses_deuda","Intereses de la deuda","395636.705118","6.38","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2066","pib","PIB","6201202.274573","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2067","deficit_saldo_publico","Deficit o saldo publico","-485216.958422","-7.595","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2067","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2067","gasto_pensiones","Gasto publico en pensiones","","14.727822","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2067","gasto_publico_total","Gasto publico total","3323368.818583","52.02","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2067","gasto_sanidad","Gasto publico en sanidad","","7.1294","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2067","intereses_deuda","Intereses de la deuda","414303.090898","6.485","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2067","pib","PIB","6388636.713923","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2068","deficit_saldo_publico","Deficit o saldo publico","-501900.600184","-7.63","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
"2068","deuda_publica_total","Deuda publica total","","","millones de euros corrientes y porcentaje del PIB","no_estimado","","Deuda publica total de las AAPP.","Sin dato anual tabular para este ano; no se interpola entre anclas."
"2068","gasto_pensiones","Gasto publico en pensiones","","14.690947","porcentaje del PIB","escenario","AIReF, Informe sobre la regla de gasto de pensiones 2025","Gasto bruto publico en pensiones como porcentaje del PIB.","Escenario AIReF; no contiene importe en millones de euros."
"2068","gasto_publico_total","Gasto publico total","3425816.940707","52.08","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Empleos no financieros de las Administraciones Publicas.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2068","gasto_sanidad","Gasto publico en sanidad","","7.1237","porcentaje del PIB","proyectado","Comision Europea, 2024 Ageing Report","Gasto sanitario publico baseline como porcentaje del PIB.","Proyeccion europea; no contiene importe en millones de euros."
"2068","intereses_deuda","Intereses de la deuda","433489.509202","6.59","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Intereses de la deuda publica.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB estimado."
"2068","pib","PIB","6577989.517487","","millones de euros corrientes","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","Producto Interior Bruto a precios corrientes.","Estimacion tecnica: PIB 2024 BDMACRO actualizado con crecimiento de PIB potencial y HICP del Ageing Report. HICP no es deflactor del PIB."
"2069","deficit_saldo_publico","Deficit o saldo publico","-518841.994001","-7.665","millones de euros corrientes y porcentaje del PIB","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Capacidad (+) o necesidad (-) de financiacion de las AAPP.","Ratio interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB estimado."
